CNO,1,2,3,4,5,6,7,8,9,10,11,,,,,,,,,,,,,,,,,,,,,
C5723,root vegetables,herbs,other vegetables,whole milk,butter milk,whipped/sour cream,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
C5724,chicken,pip fruit,whole milk,rolls/buns,brown bread,pastry,semi-finished bread,margarine,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,
C5725,turkey,beef,other vegetables,whipped/sour cream,baking powder,cat food,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
C5726,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5727,root vegetables,herbs,whole milk,butter,curd,rolls/buns,soda,chocolate,candy,,,,,,,,,,,,,,,,,,,,,,,
C5728,sausage,whole milk,semi-finished bread,flour,fruit/vegetable juice,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
C5729,pastry,soda,canned beer,white wine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5730,sausage,citrus fruit,pip fruit,whole milk,dessert,domestic eggs,brown bread,margarine,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,
C5731,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5732,pip fruit,root vegetables,other vegetables,whole milk,butter,whipped/sour cream,sliced cheese,domestic eggs,soups,coffee,detergent,,,,,,,,,,,,,,,,,,,,,
C5733,sausage,whole milk,yogurt,hard cheese,domestic eggs,brown bread,salty snack,waffles,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,
C5734,ham,chicken,citrus fruit,other vegetables,whole milk,yogurt,whipped/sour cream,bottled beer,chocolate,softener,potted plants,,,,,,,,,,,,,,,,,,,,,
C5735,meat,whole milk,dessert,soft cheese,frozen meals,rolls/buns,misc. beverages,long life bakery product,chocolate,specialty bar,,,,,,,,,,,,,,,,,,,,,,
C5736,other vegetables,butter,fruit/vegetable juice,salty snack,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5737,meat,chicken,citrus fruit,other vegetables,whole milk,yogurt,frozen vegetables,white bread,napkins,,,,,,,,,,,,,,,,,,,,,,,
C5738,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5739,chicken,hamburger meat,grapes,other vegetables,whipped/sour cream,brown bread,canned beer,sparkling wine,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,
C5740,sausage,root vegetables,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5741,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5742,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5743,chicken,hamburger meat,other vegetables,frozen vegetables,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,
C5744,hamburger meat,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5745,whole milk,curd,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5746,frankfurter,pip fruit,whole milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5747,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5748,whole milk,mayonnaise,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5749,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5750,other vegetables,whole milk,yogurt,whipped/sour cream,rolls/buns,waffles,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,
C5751,sausage,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5752,sausage,tropical fruit,root vegetables,other vegetables,whole milk,frozen vegetables,domestic eggs,flour,margarine,sugar,ketchup,baking powder,canned vegetables,bottled water,cooking chocolate,newspapers,,,,,,,,,,,,,,,,
C5753,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5754,tropical fruit,berries,root vegetables,other vegetables,whole milk,cream cheese,frozen meals,white bread,soda,salty snack,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,
C5755,condensed milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5756,margarine,long life bakery product,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5757,whole milk,pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5758,yogurt,bottled water,canned beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5759,processed cheese,rolls/buns,soda,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5760,grapes,rolls/buns,pastry,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5761,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5762,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5763,whole milk,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5764,sausage,other vegetables,whole milk,yogurt,cream,frozen vegetables,frozen potato products,roll products,rice,cat food,misc. beverages,fruit/vegetable juice,bottled beer,salty snack,specialty chocolate,,,,,,,,,,,,,,,,,
C5765,pork,beverages,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5766,pork,pip fruit,root vegetables,curd,yogurt,whipped/sour cream,UHT-milk,domestic eggs,salt,margarine,ketchup,,,,,,,,,,,,,,,,,,,,,
C5767,turkey,beef,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5768,other vegetables,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5769,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5770,hard cheese,salt,canned vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5771,pork,hamburger meat,other vegetables,whole milk,brown bread,margarine,bottled water,bottled beer,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,
C5772,citrus fruit,berries,curd,yogurt,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5773,sausage,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5774,citrus fruit,other vegetables,frozen meals,domestic eggs,fruit/vegetable juice,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,
C5775,other vegetables,curd cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5776,Instant food products,long life bakery product,specialty chocolate,cling film/bags,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5777,sausage,root vegetables,ice cream,white bread,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5778,frankfurter,pip fruit,hard cheese,bottled water,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5779,chicken,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5780,other vegetables,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5781,chicken,turkey,citrus fruit,tropical fruit,berries,onions,whole milk,yogurt,whipped/sour cream,rolls/buns,pastry,margarine,cat food,soda,kitchen utensil,potted plants,,,,,,,,,,,,,,,,
C5782,chicken,other vegetables,dessert,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5783,ham,tropical fruit,butter,cream cheese,domestic eggs,white bread,pastry,tea,fruit/vegetable juice,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,
C5784,pip fruit,whole milk,yogurt,specialty cheese,domestic eggs,salty snack,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,
C5785,sausage,chicken,pork,root vegetables,other vegetables,whole milk,rolls/buns,fruit/vegetable juice,canned beer,,,,,,,,,,,,,,,,,,,,,,,
C5786,ham,beef,other vegetables,yogurt,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5787,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5788,sausage,citrus fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5789,tropical fruit,other vegetables,whole milk,dessert,bottled water,soda,canned beer,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,
C5790,ham,tropical fruit,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5791,tropical fruit,rolls/buns,chocolate,chocolate marshmallow,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5792,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5793,sugar,white wine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5794,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5795,whole milk,yogurt,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5796,pip fruit,other vegetables,butter milk,specialty cheese,frozen vegetables,white bread,sugar,coffee,,,,,,,,,,,,,,,,,,,,,,,,
C5797,rolls/buns,coffee,salty snack,long life bakery product,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5798,whole milk,whipped/sour cream,domestic eggs,bottled water,soda,specialty chocolate,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,
C5799,hamburger meat,berries,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5800,soda,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5801,whipped/sour cream,long life bakery product,napkins,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5802,organic sausage,other vegetables,liquor (appetizer),red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5803,onions,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5804,sausage,chicken,pork,other vegetables,whole milk,butter,yogurt,margarine,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,,,
C5805,sausage,beef,citrus fruit,tropical fruit,berries,root vegetables,whole milk,white bread,brown bread,fruit/vegetable juice,bottled beer,cling film/bags,,,,,,,,,,,,,,,,,,,,
C5806,root vegetables,other vegetables,whole milk,pastry,cling film/bags,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
C5807,root vegetables,other vegetables,butter,rolls/buns,flour,bottled water,liquor,candy,,,,,,,,,,,,,,,,,,,,,,,,
C5808,pork,onions,other vegetables,butter,dessert,beverages,UHT-milk,specialty cheese,frozen vegetables,rolls/buns,coffee,shopping bags,,,,,,,,,,,,,,,,,,,,
C5809,whole milk,curd,soda,light bulbs,potted plants,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
C5810,ham,organic sausage,tropical fruit,pip fruit,onions,other vegetables,whole milk,butter,curd,yogurt,sliced cheese,salt,margarine,jam,bottled beer,chewing gum,abrasive cleaner,,,,,,,,,,,,,,,
C5811,frankfurter,meat,beef,other vegetables,frozen vegetables,white bread,pastry,soups,pickled vegetables,specialty vegetables,cat food,soda,,,,,,,,,,,,,,,,,,,,
C5812,UHT-milk,bottled water,chewing gum,cling film/bags,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5813,frozen vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5814,pip fruit,frozen meals,ice cream,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5815,tropical fruit,root vegetables,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5816,meat,organic sausage,citrus fruit,whole milk,oil,soups,,,,,,,,,,,,,,,,,,,,,,,,,,
C5817,other vegetables,white bread,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5818,root vegetables,other vegetables,sparkling wine,popcorn,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5819,liqueur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5820,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5821,margarine,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5822,frankfurter,beef,pip fruit,root vegetables,other vegetables,curd,yogurt,margarine,sugar,,,,,,,,,,,,,,,,,,,,,,,
C5823,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5824,sausage,tropical fruit,butter milk,spread cheese,tidbits,bottled water,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,
C5825,chicken,root vegetables,other vegetables,whipped/sour cream,margarine,sauces,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
C5826,domestic eggs,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5827,condensed milk,pastry,female sanitary products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5828,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5829,frankfurter,meat,pork,citrus fruit,yogurt,whipped/sour cream,frozen vegetables,frozen potato products,soda,,,,,,,,,,,,,,,,,,,,,,,
C5830,pork,tropical fruit,yogurt,sugar,bottled water,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,
C5831,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5832,tropical fruit,whole milk,beverages,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5833,pork,tropical fruit,yogurt,white bread,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5834,root vegetables,other vegetables,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5835,citrus fruit,soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5836,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5837,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5838,ham,pip fruit,yogurt,frozen meals,bottled water,soda,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
C5839,waffles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5840,beverages,UHT-milk,zwieback,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5841,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5842,citrus fruit,pip fruit,berries,frozen fish,white bread,pastry,long life bakery product,waffles,specialty bar,newspapers,,,,,,,,,,,,,,,,,,,,,,
C5843,ice cream,white bread,red/blush wine,salty snack,chocolate,specialty chocolate,dental care,,,,,,,,,,,,,,,,,,,,,,,,,
C5844,salty snack,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5845,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5846,white bread,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5847,tropical fruit,pip fruit,berries,ice cream,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5848,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5849,whole milk,frozen vegetables,pastry,cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5850,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5851,coffee,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5852,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5853,butter milk,hard cheese,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5854,pork,root vegetables,other vegetables,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5855,condensed milk,tidbits,rolls/buns,coffee,bottled water,soda,misc. beverages,cake bar,,,,,,,,,,,,,,,,,,,,,,,,
C5856,sugar,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5857,frankfurter,sausage,onions,other vegetables,curd,dessert,condensed milk,soft cheese,rolls/buns,pastry,potato products,soda,rum,specialty chocolate,shopping bags,,,,,,,,,,,,,,,,,
C5858,sausage,packaged fruit/vegetables,yogurt,rolls/buns,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5859,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5860,sausage,beef,tropical fruit,root vegetables,other vegetables,whole milk,brown bread,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
C5861,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5862,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5863,onions,whole milk,canned beer,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5864,tropical fruit,whole milk,yogurt,ice cream,bottled water,soda,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,
C5865,soups,canned vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5866,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5867,bottled water,soda,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5868,other vegetables,whole milk,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5869,soda,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5870,frankfurter,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5871,domestic eggs,pastry,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5872,curd cheese,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5873,butter,hard cheese,white bread,chocolate,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5874,whole milk,cream cheese,roll products,napkins,dishes,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,
C5875,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5876,tropical fruit,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5877,misc. beverages,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5878,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5879,root vegetables,bottled beer,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5880,ham,tropical fruit,dog food,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5881,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5882,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5883,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5884,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5885,sausage,root vegetables,packaged fruit/vegetables,yogurt,frozen potato products,brown bread,soda,candy,,,,,,,,,,,,,,,,,,,,,,,,
C5886,other vegetables,condensed milk,coffee,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5887,whole milk,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5888,root vegetables,onions,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5889,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5890,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5891,tropical fruit,other vegetables,yogurt,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5892,citrus fruit,other vegetables,packaged fruit/vegetables,yogurt,margarine,sugar,artif. sweetener,baking powder,candles,,,,,,,,,,,,,,,,,,,,,,,
C5893,specialty chocolate,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5894,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5895,margarine,pickled vegetables,coffee,bottled beer,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5896,other vegetables,frozen meals,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5897,tropical fruit,other vegetables,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5898,tropical fruit,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5899,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5900,frankfurter,sausage,tropical fruit,whole milk,yogurt,whipped/sour cream,white bread,flour,oil,soda,hygiene articles,,,,,,,,,,,,,,,,,,,,,
C5901,misc. beverages,waffles,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5902,tropical fruit,grapes,other vegetables,curd,beverages,pastry,nut snack,,,,,,,,,,,,,,,,,,,,,,,,,
C5903,ham,whole milk,white bread,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5904,other vegetables,soft cheese,frozen meals,brown bread,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5905,tropical fruit,root vegetables,other vegetables,curd,yogurt,whipped/sour cream,cream cheese,margarine,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,
C5906,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5907,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5908,hamburger meat,whole milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5909,whole milk,dessert,beverages,detergent,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,
C5910,finished products,beef,citrus fruit,yogurt,frozen potato products,pastry,soups,coffee,candy,,,,,,,,,,,,,,,,,,,,,,,
C5911,other vegetables,yogurt,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5912,citrus fruit,other vegetables,UHT-milk,rolls/buns,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5913,sausage,other vegetables,rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5914,sausage,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5915,pork,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5916,berries,other vegetables,yogurt,margarine,mustard,fruit/vegetable juice,detergent,,,,,,,,,,,,,,,,,,,,,,,,,
C5917,sausage,pip fruit,processed cheese,frozen meals,pastry,semi-finished bread,dog food,syrup,,,,,,,,,,,,,,,,,,,,,,,,
C5918,berries,pastry,sugar,soda,chocolate,make up remover,,,,,,,,,,,,,,,,,,,,,,,,,,
C5919,sausage,liver loaf,ham,pip fruit,yogurt,soft cheese,sliced cheese,rolls/buns,white bread,brown bread,pastry,soda,canned beer,newspapers,shopping bags,,,,,,,,,,,,,,,,,
C5920,pasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5921,other vegetables,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5922,sausage,beef,hamburger meat,other vegetables,whole milk,butter,domestic eggs,roll products,sauces,bottled beer,,,,,,,,,,,,,,,,,,,,,,
C5923,other vegetables,curd,soups,pudding powder,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5924,frankfurter,sausage,pork,pip fruit,onions,whole milk,domestic eggs,brown bread,hygiene articles,newspapers,,,,,,,,,,,,,,,,,,,,,,
C5925,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5926,UHT-milk,brown bread,mustard,coffee,soda,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,
C5927,whole milk,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5928,misc. beverages,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5929,liver loaf,dessert,domestic eggs,soda,cleaner,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
C5930,pet care,bottled water,soda,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5931,whole milk,whipped/sour cream,cream cheese,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5932,chicken,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5933,dessert,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5934,pork,beef,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5935,beef,root vegetables,packaged fruit/vegetables,whole milk,rolls/buns,pastry,oil,bottled water,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,
C5936,soda,soap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5937,pet care,coffee,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5938,root vegetables,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5939,tropical fruit,pip fruit,whole milk,yogurt,frozen meals,rolls/buns,soda,candy,kitchen towels,,,,,,,,,,,,,,,,,,,,,,,
C5940,chicken,root vegetables,other vegetables,whole milk,frozen vegetables,rolls/buns,margarine,soda,,,,,,,,,,,,,,,,,,,,,,,,
C5941,soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5942,chicken,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5943,tropical fruit,yogurt,beverages,UHT-milk,fruit/vegetable juice,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,
C5944,beverages,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5945,onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5946,whole milk,bottled beer,rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5947,chicken,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5948,tropical fruit,yogurt,frozen dessert,domestic eggs,tea,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5949,citrus fruit,bottled water,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5950,semi-finished bread,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5951,tropical fruit,other vegetables,curd,dessert,sliced cheese,white bread,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,
C5952,hamburger meat,citrus fruit,tropical fruit,whole milk,yogurt,brown bread,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
C5953,sausage,hamburger meat,whole milk,dessert,rolls/buns,specialty chocolate,detergent,,,,,,,,,,,,,,,,,,,,,,,,,
C5954,tropical fruit,other vegetables,pastry,long life bakery product,waffles,chocolate,specialty bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
C5955,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5956,tropical fruit,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5957,tropical fruit,other vegetables,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5958,whole milk,whipped/sour cream,pastry,salty snack,long life bakery product,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,
C5959,zwieback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5960,cream cheese,spread cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5961,rolls/buns,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5962,meat,tropical fruit,other vegetables,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5963,brown bread,sauces,pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5964,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5965,UHT-milk,brown bread,coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5966,frankfurter,organic sausage,whole milk,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5967,meat,chicken,root vegetables,other vegetables,whole milk,whipped/sour cream,rolls/buns,abrasive cleaner,cleaner,napkins,house keeping products,,,,,,,,,,,,,,,,,,,,,
C5968,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5969,sausage,hamburger meat,packaged fruit/vegetables,whole milk,processed cheese,frozen vegetables,rolls/buns,white bread,tea,long life bakery product,cling film/bags,photo/film,,,,,,,,,,,,,,,,,,,,
C5970,herbs,other vegetables,sliced cheese,cream cheese,salt,oil,margarine,fruit/vegetable juice,bottled beer,chewing gum,hygiene articles,,,,,,,,,,,,,,,,,,,,,
C5971,whole milk,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5972,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
